"Index","Date","Person","InterviewType","Winner","Text","PersonType"
805,2019-06-04,"Steve Kerr","Practice","N/A","STEVE KERR: I don't really look at it that way.  I haven't even stopped to think about whether this reminds me of any particular year or anything.  It's just part of the job.","Coach"
806,2019-06-04,"Steve Kerr","Practice","N/A","STEVE KERR: In ninth grade a team played one against me.  Very proud to announce that.  I had a box-and-one, just like Steph.  So janky defenses have been going on for a long time.","Coach"
807,2019-06-04,"Steve Kerr","Practice","N/A","STEVE KERR: Yeah, it was very effective.  The key with the zone is, or any janky defense for that matter, it just changes the rhythm.  Watching the tape, we had open looks that we didn't knock down.  But the rhythm changed and the look changed.  And so it was very effective.  They did a good job with that.","Coach"
808,2019-06-04,"Steve Kerr","Practice","N/A","STEVE KERR: He says he's feeling well and that he's feeling a lot better today than he did yesterday.  And he thinks he'll be ready to go.  But as I said the other night, Klay is always going to say he's ready to go.  What we'll have to determine is is that a risk?  If he plays, are we risking anything?","Coach"
809,2019-06-04,"Steve Kerr","Practice","N/A","STEVE KERR: Thanks.","Coach"
810,2019-06-04,"Andre Iguodala","Practice","N/A","ANDRE IGUODALA: Normal preparation.  I think this is our fifth one in a row, so just trying to stay focused day to day in the game and try to make the key adjustments to try to give ourselves the chance to be in similar positions as last game, with the lead late in the game","Player"
811,2019-06-04,"Andre Iguodala","Practice","N/A","ANDRE IGUODALA: if you got guys who are nicked up, banged up, hopefully the extra time theoretically should help you continue to recover.  Between Game 3 and 4, it's only one day, so hopefully guys continue to get better and not get worse after each game.  But we got 15 guys for a reason.  Everyone is trying to stay prepared and have that confidence to help the team","Player"
812,2019-06-04,"Andre Iguodala","Practice","N/A","ANDRE IGUODALA: The body is always the same as far as you're going to have nicks and bruises at the end of the year with so many games.  Every season is a long season.  I'm sure players, not too many teams have been in it this many times, unless you go back to Bill Russell and those guys.  They said they were playing in Chuck Taylors and they didn't have physical therapy that we have and they were really bruised and banged up.  So they would say if they can get through it, we can get through it","Player"
813,2019-06-04,"Andre Iguodala","Practice","N/A","ANDRE IGUODALA: In the team there's been growth, especially with the young guys. Watching Kevon Looney grow, and he's only 24 years old.  I don't think people understand what he brings to our team, because he's matured so much and he's learned so much in a short span.  I can only imagine if I was in that situation, being young and being just thrown into a situation like this where you have so many different dynamics with success and dealing with pressure and dealing with media and learning so much about the business of basketball.  That learning curve has been great for him, and he's taken it all in and used it on and off the court to make him a better basketball player, a better businessman and a better person.  So really excited for guys like that","Player"
814,2019-06-04,"Andre Iguodala","Practice","N/A","ANDRE IGUODALA: I'm not sure.  There are so many things going on right now that you just try to stay focused on the game.  But obviously that's something we talk about through the season.  We have had a great support system with our fans, one of the best fan bases in the whole Bay Area.  Being on the Oakland side, they really have been with this team throughout good and bad.  So it would be sweet to end it well for them","Player"
815,2019-06-04,"Andre Iguodala","Practice","N/A","ANDRE IGUODALA: I wouldn't probably say anything, which I think was probably good for me to have not known what I know now.  I don't know if I would be playing basketball if I knew now what I knew then.  Kind of just now, I'm too smart for my own good.","Player"
816,2019-06-04,"Andre Iguodala","Practice","N/A","ANDRE IGUODALA: I wasn't.  I didn't have many expectations.  No one knew too much about me.  I wasn't like a phenom coming out of high school or college.  So I was just happy to be here and I wanted to make it last as long as possible.","Player"
817,2019-06-04,"Danny Green","Practice","N/A","DANNY GREEN: I don't think it changes much.  We still have to play our game regardless.  Obviously you want to make those guys defend, which would help, I guess, on their offensive end; slow them down a little bit.  But either way, we just have to attack the way we have been attacking and hopefully keep our pace","Player"
818,2019-06-04,"Danny Green","Practice","N/A","DANNY GREEN: It's no different than what it has been all year.  If you want to be a championship team, you have to win on the road.  Obviously, the series is tied 1-1 right now, and in order to get home court back we have to win one here.  It would be nice to start with Game 3","Player"
819,2019-06-04,"Danny Green","Practice","N/A","DANNY GREEN: I guess it depends on how bad the injury is.  A lot of bumps and bruises you're going to play through, unless it's something serious.  It sucks that they have so many guys out and injured.  Obviously, we want to play against a hundred percent healthy team.  But it's the name of the game.","Player"
820,2019-06-04,"Danny Green","Practice","N/A","DANNY GREEN: I can imagine going to five Finals back-to-back.  I've been in two.  And it's a short summer.  It's a quick turnaround.  So just as much as it is draining physically, mentally and emotionally it's even tougher.  Usually the team that comes out on top is the team that's more locked in and that's not as emotionally or mentally drained.  The team that is the freshest is usually going to come out on top.  But it's tough.  It's been a long season.  We just have finish it off strong.  We got about two weeks left, hopefully a week and a half.  The team that actually can focus and lock in for that last stretch is usually the team that's going to come out on top","Player"
821,2019-06-04,"Danny Green","Practice","N/A","DANNY GREEN: We expect them to be loud as well.  Obviously, they want to win another championship.  It's a great atmosphere here.  But we have to do a good job of trying to keen the crowd out of it, not let them get on runs.  Continue to play good defense.  Not turn it over and not have any lulls in any parts of the game, especially the third quarter","Player"
822,2019-06-04,"Danny Green","Practice","N/A","DANNY GREEN: Not when it comes to that type of strategy, no.  You mean the box-and-one?  We haven't spoken about it.  We hadn't spoken about it","Player"
823,2019-06-04,"Danny Green","Practice","N/A","DANNY GREEN: Yeah, but previous to the last game, we hadn't spoken about it.  Obviously before we did it we had to talk about it, but previous to that game it wasn't something that was like, oh, should we try this, should we throw that in","Player"
824,2019-06-04,"Danny Green","Practice","N/A","DANNY GREEN: Some.  Some have worked and some haven't.  He's obviously a new coach, first year, but he has a lot of good strategies that work.  He also wants to hear what we feel comfortable implementing on that end of the floor, who is comfortable guarding what and strengths and weaknesses, especially on the defensive end of the floor.  So we all try to communicate and get on the same page.","Player"
825,2019-06-04,"Danny Green","Practice","N/A","DANNY GREEN: I think we have done a decent job.  We could obviously do better.  I think the biggest key is to continue to chase him and try to keep him off the free throw line.  He's got a ton of free throws that we shouldn't allow him to get.  Play him without fouling him.  But on our end of the floor offensively, we could probably do a better job. So we'll look at that and see what ways we can implement.","Player"
826,2019-06-04,"Draymond Green","Practice","N/A","DRAYMOND GREEN: I think we seen in Game 2 his minutes and production was going to be important for us to win this series, if that's what we're going to do.  So with Loon going down, other guys have to step up.  And so obviously Cous will continue to play more and more, but not that he's not capable","Player"
827,2019-06-04,"Draymond Green","Practice","N/A","DRAYMOND GREEN: Yeah, we have been faced with a bunch of different injuries now, Loon being the latest, and guys have continued to step up.  That's the reason that we are in this position we're in right now where we're coming home with the series tied 1-1, with a chance to go up 3-1 with these two games here at home.","Player"
828,2019-06-04,"Draymond Green","Practice","N/A","DRAYMOND GREEN: I think this building has been very special.  Not often do you get the opportunity to kind of close out an era in a building within a run that we're currently in right now.","Player"
829,2019-06-04,"Draymond Green","Practice","N/A","DRAYMOND GREEN: Oh, I think as much as it is physically, because it's a lot, and even as much as it is, as much of a grind as it is mentally, which is a lot, it's probably even more of a grind emotionally, with the emotions that you put into trying to win a championship and into the playoffs where you kind of just, the only thing you really do is focus on how do I get better for the game, how do I have my body ready to go to be in the best possible shape and condition entering the game that you possibly can.","Player"
830,2019-06-04,"Draymond Green","Practice","N/A","DRAYMOND GREEN: Done.  Like completely drained and wiped out.  But then you get to enjoy a couple months off and get right back at it","Player"
831,2019-06-04,"Draymond Green","Practice","N/A","DRAYMOND GREEN: Do I think he's a Hall of Famer or not?  Absolutely.  If the things that people say matters, matters, then how couldn't he be a Hall of Famer?  But we got another championship to win and then everybody will probably just stop with the debate and just go ahead and say it.  So I think we should just do that to help y'all out with y'all's debates.  It would be good","Player"
832,2019-06-04,"Draymond Green","Practice","N/A","DRAYMOND GREEN: As a teammate, you're playing the game.  You're not really out there like, Oh, man, DeMarcus is playing good, it's great.  You just kind of get lost in the game.  Obviously after the game ends you're happy for him and that he's able to experience that moment, but also understanding that those moments get greater and greater as the series goes on, as -- if you can win the series and obviously hang another banner, those moments get greater and greater.","Player"
833,2019-06-04,"Draymond Green","Practice","N/A","DRAYMOND GREEN: You know, I guess you want to find that balance of cherishing the run that we're on, but the reality is those guys who look back on their career heard the same thing.  Like you got to cherish it.  It's impossible.  Like you can't celebrate everything that goes on and expect to get the same production that you're giving without celebrating and staying locked in and focused on the task at hand.","Player"
834,2019-06-04,"Marc Gasol","Practice","N/A","MARC GASOL: Of course","Player"
835,2019-06-04,"Marc Gasol","Practice","N/A","MARC GASOL: Cousins has always been a great passer.  Their spacing, having those two guys getting so much attention.  The lanes get so much bigger.  But we have to do a good job of pressuring and making them catch in different places.  Have to move through and put more pressure on them and do a better job of staying connected to our guys","Player"
836,2019-06-04,"Marc Gasol","Practice","N/A","MARC GASOL: Obviously there is.  Two great shooters coming at both sides, you have to be really good on them and the guy helping.  If you help a little too much too early or not communicate well enough, the basket is going to be wide open and it's hard to guard down there.","Player"
837,2019-06-04,"Marc Gasol","Practice","N/A","MARC GASOL: I don't know what he meant by that.  I normally don't comment on other people's comments because you don't get the whole sense.  You just get a little bit of information.  So it's hard for me to comment on it.","Player"
838,2019-06-04,"Marc Gasol","Practice","N/A","MARC GASOL: They run free and get to the actions they want.  They obviously are very dangerous -- their passing is in rhythm, their screening is in rhythm, their slips, everything.  It's like a domino effect for them, and one action triggers another.  It's pretty quick reads for them and their spacing is really good and they space out for a reason and with a meaning to every possession on the floor.","Player"
839,2019-06-04,"Marc Gasol","Practice","N/A","MARC GASOL: He's a strong player.  If you want to win at a high level, no matter how strong you are, you have to play like you're really strong and that you have to win every physical battle.  When you're on the ball, off the ball, the successful players, they might not be the strongest ones, but they act and believe that they're the strongest ones.","Player"
840,2019-06-04,"Marc Gasol","Practice","N/A","MARC GASOL: I didn't analyze [before].  I don't analyze him now either.  I try to help him as much as possible and help the team as much as possible on both ends and seeing the coverages that they're throwing at us.  Obviously, we haven't been together that long, but it is what it is.","Player"
841,2019-06-04,"Stephen Curry","Practice","N/A","STEPHEN CURRY: I don't know, that's a little Southern, North Carolina slang that I probably just pulled out of my back pocket.  It sounds right.  I don't really know what the true definition is.","Player"
842,2019-06-04,"Stephen Curry","Practice","N/A","STEPHEN CURRY: I honestly can't remember.  Probably last time I saw it was when I had a [Davidson] Wildcat jersey on, though","Player"
843,2019-06-04,"Stephen Curry","Practice","N/A","STEPHEN CURRY: Nothing changes.  Stay consistent with my approach every year, whether it's in training camp or in The Finals, everything in between.  Just trying to boost confidence, create the right perspective going into each game.","Player"
844,2019-06-04,"Stephen Curry","Practice","N/A","STEPHEN CURRY: It's just a continuation of kind of what I talked about after Game 2. It's just everybody being ready.  The way that we play, everybody feels involved on both ends of the floor and has an opportunity to impact the game, not necessarily scoring every possession but just playing within the flow and sharing the ball, moving, playing unselfishly.  Just a style where everybody is going to get touches and you just have to be confident and aggressive.","Player"
845,2019-06-04,"Stephen Curry","Practice","N/A","STEPHEN CURRY: Honestly, I don't need anybody's validation or praise or them to hype me up as other people in the league know who I am.  I always stay confident in my abilities and appreciative of the stage that I get to play on alongside my teammates, especially these last five years.","Player"
846,2019-06-04,"Stephen Curry","Practice","N/A","STEPHEN CURRY: I'm just happy for him, to be honest.  Like you said, there was so much uncertainty around his timeline coming back.  For this to be his first Finals experience, you can't be more happy for him to have an opportunity to really impact the series in a positive way for us.","Player"
847,2019-06-04,"Stephen Curry","Practice","N/A","STEPHEN CURRY: That's one of his main talents, being able to play-make, whether it's on the block or out on the perimeter or wherever he catches the ball.  I think for him it's just becoming still more confident in his ability to put pressure on defenses on the block and use his size, get some easy buckets down there.","Player"
848,2019-06-04,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: I'm good","Player"
849,2019-06-04,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: Whatever it takes","Player"
850,2019-06-04,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: A surprise, no.  You know me since I came into the League, no, not at all, it's not a surprise to me.  But I'm just grateful to be able to play, so I'm going to leave it all on the floor every chance I get","Player"
851,2019-06-04,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: I would be lying if I say I didn't have my dog days, but I went through them, I pouted, I sulked, I felt sorry for myself and I just started the process.  Me just sitting around feeling sorry isn't going to help me get on the floor.","Player"
852,2019-06-04,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: Definitely the best scenario in a difficult situation, but obviously I wish it could have been avoided.  But these are the cards I was dealt, and I'm going to maneuver through the [expletive]","Player"
853,2019-06-04,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: Oh, I'm far from a finished product.  That's the encouraging part about all of this.  I know I got a lot of work to do.  I know I got a lot of room for improvement.  So obviously it's a process, and I just got to go through it","Player"
854,2019-06-04,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: Janky for sure","Player"
855,2019-06-04,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: Yeah, middle school, AAU, some high school days.  It's been awhile since I seen it in this setting.  But for sure, janky","Player"
856,2019-06-04,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: Family, that's who I lean on the most.  That's my circle.  So that's what gets me through everything","Player"
857,2019-06-04,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: No, I haven't enjoyed it yet.  I'm not really trying to.  I'm taking everything a day at a time, and good or bad I try to put those days behind me and just move forward.  Once everything is over and I can kind of sit back and chill, I'll reminisce on it","Player"
858,2019-06-04,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: I'm not getting too high or too low, I'm just -- I'm maneuvering through the [expletive].  And once everything comes to a close, then I'll sit back and kind of reflect.  But as of right now, I'm taking it a day at a time","Player"
859,2019-06-04,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: Oh, for sure.  He's an incredible player.  He's done it at the highest level before.  His experience and just the way he goes about the game, I mean you got to appreciate guys like that.","Player"
860,2019-06-02,"Fred VanVleet","Postgame","Golden State Win","FRED VANVLEET: Yeah, I think that obviously from our viewpoint I was picking up Steph, trying to make it tough on him, just trying to make one of those other guys make a play.  We got it down, I think me and Pascal maybe got Steph in the corner up there at the top of the half court, and I thought Kawhi had a good play on the ball.  He didn't come up with the loose ball and worked back around a little bit and found Iggy on the way back out and he got a wide-open look.  So at that point you're probably fighting for a rebounding position.  You never want to think that it's going in, as the other team.  So fighting for rebound position and obviously he knocked it down.  So that was a really big shot for him.","Player"
861,2019-06-02,"Fred VanVleet","Postgame","Golden State Win","FRED VANVLEET: No, I mean, we don't disrespect those guys.  We know that Iggy's made big shots in his whole career.  He's done that for that team for the last however many years, so we have seen that movie before.  We've seen him make that same shot before, but I think from our viewpoint, just the scheme and the way that we were trying to attack that possession, we wanted somebody else to shoot it.  And I think that we just got to do a better job of probably running back out at him when he does get that open look.  I haven't seen the play, so I don't know what the next rotation was, but we'll look at it and see how maybe next time we can try to be better","Player"
862,2019-06-02,"Fred VanVleet","Postgame","Golden State Win","FRED VANVLEET: Yeah, I think, I mean, overall I think just started too slow.  You can't do that against this team.  Missing every shot doesn't help, whatever, 10 possessions in a row we didn't score.  I'm not even sure.  It didn't feel like we were even getting in the paint to control the tempo or the flow of the game.","Player"
863,2019-06-02,"Fred VanVleet","Postgame","Golden State Win","FRED VANVLEET: No panic, just trying to get our offense going.  Like I said, I wasn't on the floor to start the third, so I can't speak to what those guys were thinking at the time, but once I got out there just trying to be aggressive and stay aggressive and get some points on the board just to try to weather that storm and weather the run that they were putting on us.","Player"
864,2019-06-02,"Fred VanVleet","Postgame","Golden State Win","FRED VANVLEET: Yeah, it's tough, he's tough.  He's best in the business.  That's why he is who he is.  He's such a smart player and he knows how to get his shot, and his team looks for him and they got a good rhythm, and they don't have to run plays or anything.  They're just playing basketball.  So you can't relax, you can't have any lapses.  And their help side's got to be good and your trap's got to be good.","Player"
865,2019-06-02,"Fred VanVleet","Postgame","Golden State Win","FRED VANVLEET: Personally, no, I didn't.  But obviously I have a different role than some of the other guys.  I ended up with 38 minutes but that's probably more of an anomaly than anything.","Player"
866,2019-06-02,"Fred VanVleet","Postgame","Golden State Win","FRED VANVLEET: Yeah, we're good.  You guys didn't think this was going to be a sweep, I don't know like what you guys thought this series was going to look like, but we went into it expecting a dog fight.  And, yes, we won Game 1, I think everybody else outside of our locker room was a lot more excited than we were.  We understand what this team brings and what type of effort it's going to take to beat these guys.","Player"
867,2019-06-02,"Fred VanVleet","Postgame","Golden State Win","FRED VANVLEET: Thank you.","Player"
868,2019-06-02,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: A little bit.  I just think we had a few guys in foul trouble kind of early and first half and then third quarter as well and then the fourth quarter.  So I don't know, you got to play physical basketball but you got to be able to adjust and all those kind of things and try to stay out of it, and you got to avoid the silly ones too.  That's all I got","Coach"
869,2019-06-02,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Well, I got to look at them.  I know, one, he's a great charge-taker, right, and I know one of them was possibly a charge, block/charge and those are tough, they go each way.  But maybe that sixth one, I didn't really see it in the game.  So in the back court, probably 80 feet or so from the basket, those are ones you got to be careful, especially when you got five.  But I'll need to look at that first","Coach"
870,2019-06-02,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Yeah, I'm certainly going to have to look at it, and I've always said even this series and the last series that offense is really important, taking care of the ball and scoring it because if you don't, they're coming at you really fast the other way.  And again, we have got to be able to get our defense set up, and it's a lot harder when you're not taking care of it or scoring.","Coach"
871,2019-06-02,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Yeah, he played a lot.  What did he play tonight","Coach"
872,2019-06-02,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Almost 40.  Yeah, he was good.  Obviously he's working really hard on defense, too, guarding Curry.  He was running the team, he was making really quick decisions off the pick-and-roll.  He had some good looks, he probably hadn't played that many straight minutes in a while.  I think he had a couple there late and he was probably a little tired, but he kept taking them and stepping into them.  But 17 points from him is great and running the team the way he did is great","Coach"
873,2019-06-02,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Well, they were obviously a little more aggressive and up in us a little bit, but again I think we have got to -- I thought we were just a little bit impatient and didn't hold enough composure just to either, A, get to a strong shot or, B, move it to the next one.  I thought we hit an action and something would be there and they would cover it up with some help defense.  Well, when there's help, there's got to be somebody else probably open on the other side of the floor, and I thought we kind of shot a few too many into multiple defenders or two defenders around the basket, where those probably should have been maybe swung to the other side.","Coach"
874,2019-06-02,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Yeah, I mean, obviously you got to get up on those guys flying off the screens, Curry and Thompson.  And they did a really good job of getting out of there with speed tonight, those guys getting downhill.  And again a lot of those were just probably mistakes by us, weak-side mistakes or just a half step too slow.  The other night we got away with a few of those where we were a half step too slow, but we would kind of somehow recover out of them.","Coach"
875,2019-06-02,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Well, I was feeling really good because we stopped their scoring, right, and finally got something figured out there to slow them down.  And we were getting a bunch of wide-open shots, I think we missed three wide-open threes in a row there to cut it to maybe four, right, and maybe it was five.  I don't know what exactly what it was, but a bunch of stops in a row and we didn't get much to show for it at the other end.","Coach"
876,2019-06-02,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Yeah, I mean, we're in the same boat they kind of were in coming here.  We got to go out there and get one, right, that's all we got to do is get one.  And we can do that","Coach"
877,2019-06-02,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Yeah, I mean, first of all, our half-court defense is -- first of all, it's about getting it set up.  There was a lot of quick possessions by them, again, probably due to our offense, so that's the first thing.","Coach"
878,2019-06-02,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Yeah, I think we scored the basket and I look up and there's 26.4 or something left, that's a definite foul situation, right.  They could hold it all the way to the end, throw it up there, hit the rim and the horn's going to go off.  I've been in that situation before.  So usually under 28, if there's 28 or more you're going to play solid defense, if it's 27.9 or under you're not.","Coach"
879,2019-06-02,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Well, we weren't disrespecting anybody.  We were up guarding hard, and we put two on Steph and he almost threw it right to Kawhi, right?  It was pretty good defense, they were scrambling around, running around like crazy.  And they found Iggy, right, and they found him and like I said, if he's going to take that and give us a chance to get the ball back and win the game, we're going to probably live with that.  It wasn't like we were disrespecting him and not trying to guard him.  We were in a trap and rotating out of there, and again, I would like to go back and try that again about ten times, and see if one of them doesn't go our way.","Coach"
880,2019-06-02,"Nick Nurse","Pregame","N/A","NICK NURSE: Yeah, he is going to be activated tonight.  I don't know if that changes things much.  I think it's been a long time since he's played.  He has been pretty active here in the last four, five days, though, as far as getting up and down the floor and things.  He has lost quite a bit of weight as well.  So there's that and there's the timing.","Coach"
881,2019-06-02,"Nick Nurse","Pregame","N/A","NICK NURSE: Probably.  Well, depends how it goes.  I usually think when a guy is off for a long time, I would say to him it's probably going to be a three- or four-minute burst because I think that that's probably with the speed, the way the game's moving at this stage of the season, what they could handle.","Coach"
882,2019-06-02,"Nick Nurse","Pregame","N/A","NICK NURSE: Yeah, in Game 1 he took a few that we need to do better.  He was the first one down the floor and they ran a big down.  Our bigs just weren't getting down there quick enough to kind of do the exchange back, and they threw it long.  He's valuing every possession.  So he grabbed them so they wouldn't just lay it in.  We need to protect him a little bit better as well.","Coach"
883,2019-06-02,"Nick Nurse","Pregame","N/A","NICK NURSE: Yeah, a hundred percent.  He's running the show, really.  It's his area.  He's our director of sports science, which means he oversees all the health fitness and training and injury prevention and injury-taking-care-of and stuff like that.  So it's totally his call.  He tells me who is ready to go and when.  That's totally -- I turn that over to him.  As you know, he's got a lot of experience, a lot of championships under his belt.","Coach"
884,2019-06-02,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: I mean, you pretty much summed it up right there.  We ended up trapping Curry, I was playing 2, he ended up passing to Livingston, almost got a steal, and then I mean, I really didn't see where Iggy came from.  He came up, Livingston found him and he knocked down a shot, a big shot","Player"
885,2019-06-02,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: No, we wanted to see it in our hands.  No, we wanted to get a steal","Player"
886,2019-06-02,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: Just coming in as one, you know what I mean.  Obviously on somebody else's home floor, they got the sixth man with the crowd, but just have to buy into ourselves and come out hard, strong, no mistake, no turnovers, and same thing you got to do at home","Player"
887,2019-06-02,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: I mean, I never thought of it, really, but I guess it feels good, but it's not over yet.  Still basketball, no matter what jersey you got on.  And that's what I'm trying to do, just lead and win games","Player"
888,2019-06-02,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: Oh, I feel like in that third quarter, we didn't score the ball in like the first five minutes, four and a half minutes, obviously led to them getting out in transition early and a lot of layups and open looks, and that was pretty much the game right there.  Went on like a 15, 18-0 run, I believe, and you can't do that with a championship team on the other side","Player"
889,2019-06-02,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: I mean, I can't say that.  I mean, I feel like our pace was good early, it was just that third quarter, I feel like it just really killed us.  18-0 run, if we can't score no baskets, you're not going to win no game","Player"
890,2019-06-02,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: Not really.  I mean, we still got to go out and make shots and guard guys that's out there.  Everybody's in the NBA, these guys have a high basketball ","Player"
891,2019-06-02,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: Obviously just take it one game at a time.  Finals is not going to be easy.  The only thing that matters is the four.  Four wins.  Once you get it, two wins, three wings, it does not matter.  Just take one game at a time and just play through the adversity","Player"
892,2019-06-02,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: It's big respect for them, they have been here the last four years, won the last two, and I mean you got to just take the challenge.  Great basketball team, you got to go out there and accept the challenge and want to fight and win.","Player"
893,2019-06-02,"Frank Layden","Pregame","N/A","FRANK LAYDEN: Let me say this, Chuck and I, as I say, went way back.  I don't know if people realize it, but Chuck actually when he started college went to our arch rival of Niagara's was St. Bonaventure.  He lived up I guess in western Pennsylvania or up in near Olean, New York.  So I didn't know him exactly at that time, but it was a conversation piece, and we got to know each other through the years.  I remember, I first really spent some time with him when him and Hubie Brown were assistant coaches at Duke and saw him later on when he was an assistant at Penn and Niagara played in the NCAA's and what have you.","Player"
894,2019-06-02,"Frank Layden","Pregame","N/A","FRANK LAYDEN: I never got the itch to coach, I never missed coaching, I missed playing.  I loved basketball, I loved to play basketball and I played it as long as I could and on playgrounds and what have you.  I was a gym rat and what have you.  But coaching is a profession, it's teaching.  The game itself is merely a tool.  My most effective coaching times in my life was when I was a high school coach.  When I could get into the hearts and minds and souls of those youngsters and maybe guide them for the rest of their lives.  That was really important.","Player"
895,2019-06-02,"Frank Layden","Pregame","N/A","RICK CARLISLE: Tremendous.  Tremendous.  Steve is -- a run of five consecutive Finals is just an amazing accomplishment, regardless of the talent.  And I've watched Nick closely, we played against him twice this year.  He's terrific in making adjustments and I love the way he's approached the entire season, they have set up the entire season to work to get to this point and for a first-time NBA head coach, that's not easy to do.","Player"
896,2019-06-02,"Frank Layden","Pregame","N/A","FRANK LAYDEN: I just met Steve for the first time outside and we hugged each other and he said, ""It's such an honor and a pleasure to meet you,"" meaning me.  And I said to him, ""You know, Steve, are you having fun?""  He said, ""Yes, I am.""  I said, ""Then continue to do it as long as you are, continue to do it the way you're doing it, never forget where you came from, and enjoy the ride.""  No matter who you are, whether you're Red Auerbach or Steve Kerr or anybody else, Pat Riley, basketball's temporary.  The games are temporary, sooner or later it comes to an end and you want to leave a legacy, that's important.","Player"
897,2019-06-02,"Frank Layden","Pregame","N/A","FRANK LAYDEN: I don't know him.  I've never met him, all right.  I'll have to say this for him, so far I've been impressed.  You know what I like about the team here?  They play hard.  I don't know if they can win, I don't know if they're better, I don't want to measure them by that, but they just went through a long schedule and had the best record, didn't they?  That's why they're here tonight and not somewhere else.  So I mean, so far, oh, he's done a wonderful job.  He's done a great job.","Player"
898,2019-06-02,"Frank Layden","Pregame","N/A","RICK CARLISLE: Let's go have a meal.","Player"
899,2019-06-02,"Frank Layden","Pregame","N/A","FRANK LAYDEN: You trying to impress the commissioner with that haircut?  You guys got the same barber or what?  All right.  Anybody else?","Player"
900,2019-06-02,"Frank Layden","Pregame","N/A","FRANK LAYDEN: I never miss a photo op.  God bless you all.  Thank you very much.","Player"
901,2019-06-02,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: Not really.  Klay said he'll be fine, but Klay could be half dead and he would say he would be fine.  We'll see.  He pulled his hamstring.  He thinks it is minor, so I don't know what that means going forward.","Coach"
902,2019-06-02,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: Well, I said yesterday and today that 109 points is plenty to win the game, which is what we had in Game 1, but we gave up 118.  So it was all about our defense and we held them to 37 percent and forced 15 turnovers and guarded the three-point line well.  So it was championship defense and that's what it's going to take","Coach"
903,2019-06-02,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: He was great.  We came in thinking, all right, he can maybe play 20 minutes and he gave us almost 28.  There was only one time in the game when he needed a rest, which was mid-fourth and we gave him a couple minutes and then got him back in the game.  But he was fantastic and we needed everything he gave out there, his rebounding, his toughness, his physical presence, getting the ball in the paint, and just playing big, like he does.  We needed all of that.","Coach"
904,2019-06-02,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: Yeah, I mean, it was the big point in the game.  I thought just staying in the game at the end of the second quarter was also very important.  I think we were down 12 and the place was going nuts, we couldn't score, and Steph and Klay both got loose and the game loosened up a little bit and we scored.  We weren't exactly making stops, but we cut the lead to five and could kind of breathe at halftime.","Coach"
905,2019-06-02,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: Yeah, I mean, I couldn't have envisioned 14-0, but I liked our position.  It felt lake we should have been down by a lot more than five.  For the first quarter and a half we really had a tough time scoring.  So the last whatever it was, four, five, six minutes, the game loosened up and we finally broke free and started getting some buckets.  We started to look like ourselves and so at that point it just felt better and then the second half we got it rolling and we ended up with 34 assists, which is more like our team.","Coach"
906,2019-06-02,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: Well, you're not going to let Steph Curry take the shot, so they double-teamed Steph and that left Andre open, and he had hit another big one earlier in the game.","Coach"
